order_week,segment,total_orders,total_spd_orders,spd_orders_%,expected_commission,short_spd_orders,long_spd_orders,short_spd_%,long_spd_%,actual_fare,estimated_fare,uniq_captain,spd_uniq_captain,uniq_customer,spd_uniq_customer
2022-10-24,1. UHP Daily,296792,2208,4.25,17153.39999999993,1287,921,5.11,3.44,28769.0,85767.0,5497,2181,250096,2181
2022-10-24,2. UHP Intra/Inter,10359,83,0.16,417.4,52,31,0.21,0.12,1117.0,2087.0,583,82,9807,82
2022-10-24,3. HP Daily,609433,7206,13.87,41779.60000000025,3617,3589,14.35,13.42,88907.5,208898.0,18470,7089,475724,7089
2022-10-24,4. HP Intra/Inter,42675,540,1.04,3094.200000000006,298,242,1.18,0.91,6704.5,15471.0,3464,533,41272,533
2022-10-24,5. MP Daily,1052959,18945,36.48,107647.60000000175,9221,9724,36.59,36.37,230738.5,538238.0,67406,18520,758339,18520
2022-10-24,6. MP Intra/Inter,152028,2631,5.07,15580.59999999991,1386,1245,5.5,4.66,32421.5,77903.0,23610,2607,141420,2607
2022-10-24,7. LP Daily,374798,15956,30.72,97338.20000000151,6865,9091,27.24,34.0,184622.0,486691.0,53451,15728,315663,15728
2022-10-24,8. LP Intra/Inter,117922,3480,6.7,19446.999999999894,1910,1570,7.58,5.87,40623.5,97235.0,42280,3433,111275,3433
2022-10-17,0. New,1067,963,1.41,5392.999999999995,604,359,1.84,1.01,11609.0,26965.0,829,903,1003,903
2022-10-17,1. UHP Daily,501546,3874,5.67,24644.400000000027,2284,1590,6.96,4.47,51664.5,123222.0,7079,3785,395153,3785
2022-10-17,2. UHP Intra/Inter,13758,150,0.22,957.8000000000003,103,47,0.31,0.13,1919.5,4789.0,696,150,12999,150
2022-10-17,3. HP Daily,890632,10547,15.42,61098.40000000105,5345,5202,16.28,14.64,129066.5,305492.0,22411,10343,663576,10343
2022-10-17,4. HP Intra/Inter,52126,617,0.9,3699.8000000000097,344,273,1.05,0.77,7530.0,18499.0,3841,612,50285,612
2022-10-17,5. MP Daily,1433035,26508,38.77,154698.80000000086,12371,14137,37.67,39.78,327524.5,773494.0,80756,25966,984209,25966
2022-10-17,6. MP Intra/Inter,178375,3153,4.61,17684.39999999993,1698,1455,5.17,4.09,38780.5,88422.0,26166,3103,165611,3103
2022-10-17,7. LP Daily,489853,18458,26.99,113741.60000000116,7829,10629,23.84,29.91,214218.5,568708.0,64321,18191,400198,18191
2022-10-17,8. LP Intra/Inter,134922,4110,6.01,25595.19999999993,2261,1849,6.89,5.2,48835.0,127976.0,46779,4034,127111,4034
2022-10-10,0. New,1461,1000,1.5,5426.199999999997,620,380,1.88,1.12,12087.5,27131.0,1022,938,1382,938
2022-10-10,1. UHP Daily,484318,3674,5.5,25936.59999999998,2163,1511,6.57,4.46,48235.0,129683.0,6772,3620,381904,3620
2022-10-10,2. UHP Intra/Inter,15595,194,0.29,895.6000000000003,142,52,0.43,0.15,2441.5,4478.0,790,184,14412,184
2022-10-10,3. HP Daily,888145,10046,15.04,58192.20000000086,5166,4880,15.69,14.41,123180.5,290961.0,21717,9871,659053,9871
2022-10-10,4. HP Intra/Inter,58333,648,0.97,3593.2000000000057,363,285,1.1,0.84,7853.5,17966.0,4262,641,55792,641
2022-10-10,5. MP Daily,1451787,25361,37.97,153504.19999999955,12210,13151,37.09,38.82,312479.0,767521.0,79716,24833,983989,24833
2022-10-10,6. MP Intra/Inter,185664,3342,5.0,20026.199999999928,1914,1428,5.81,4.22,41370.5,100131.0,27163,3295,172436,3295
2022-10-10,7. LP Daily,487649,18210,27.26,111184.20000000103,7925,10285,24.07,30.36,210273.0,555921.0,62582,17939,395725,17939
2022-10-10,8. LP Intra/Inter,141140,4321,6.47,26546.59999999995,2420,1901,7.35,5.61,50993.5,132733.0,47665,4254,132475,4254
2022-10-03,0. New,6903,1115,1.94,7481.199999999991,738,377,2.61,1.3,14056.5,37406.0,2119,1013,5563,1013
2022-10-03,1. UHP Daily,367542,2880,5.02,17966.999999999945,1651,1229,5.83,4.23,38177.5,89835.0,5897,2827,299170,2827
2022-10-03,2. UHP Intra/Inter,13622,131,0.23,659.5999999999997,93,38,0.33,0.13,1636.5,3298.0,706,127,12837,127
2022-10-03,3. HP Daily,727518,8402,14.65,49948.60000000048,4343,4059,15.34,13.97,103942.5,249743.0,19841,8271,559875,8271
2022-10-03,4. HP Intra/Inter,52068,722,1.26,4173.000000000005,408,314,1.44,1.08,8615.0,20865.0,3817,704,49795,704
2022-10-03,5. MP Daily,1225993,22348,38.96,131827.4000000009,10582,11766,37.39,40.5,276894.5,659137.0,74955,21855,863071,21855
2022-10-03,6. MP Intra/Inter,160448,3010,5.25,16463.399999999914,1682,1328,5.94,4.57,37278.5,82317.0,23180,2980,150036,2980
2022-10-03,7. LP Daily,405844,15270,26.62,95870.40000000104,6832,8438,24.14,29.05,178114.0,479352.0,56298,15010,338499,15010
2022-10-03,8. LP Intra/Inter,120963,3477,6.06,20553.59999999995,1976,1501,6.98,5.17,41450.5,102768.0,40795,3424,114285,3424
2022-09-26,0. New,75142,2579,3.9,14369.399999999929,1764,815,5.2,2.53,31108.5,71847.0,12473,2465,62261,2465
2022-09-26,1. UHP Daily,431404,3199,4.84,19539.20000000006,1935,1264,5.7,3.92,41951.5,97696.0,6147,3136,337835,3136
2022-09-26,2. UHP Intra/Inter,11120,107,0.16,519.7999999999997,71,36,0.21,0.11,1418.0,2599.0,577,106,10336,106
2022-09-26,3. HP Daily,857744,9875,14.93,55175.2000000009,5295,4580,15.6,14.21,121721.0,275876.0,20840,9680,635420,9680
2022-09-26,4. HP Intra/Inter,48107,592,0.89,3584.2000000000044,342,250,1.01,0.78,7176.0,17921.0,3544,586,46355,586
2022-09-26,5. MP Daily,1508751,25508,38.55,146111.0000000001,12473,13035,36.76,40.44,316217.0,730555.0,82356,24970,999327,24970
2022-09-26,6. MP Intra/Inter,178561,3239,4.9,17524.199999999917,1880,1359,5.54,4.22,40779.0,87621.0,26369,3187,165335,3187
2022-09-26,7. LP Daily,505082,17144,25.91,103849.80000000072,7969,9175,23.48,28.47,199181.5,519249.0,63270,16843,409614,16843
2022-09-26,8. LP Intra/Inter,137451,3919,5.92,23193.999999999967,2204,1715,6.5,5.32,46922.0,115970.0,46309,3856,129150,3856
2022-09-19,0. New,510798,11043,17.64,203758.59999999643,7463,3580,22.14,12.39,131179.5,1018793.0,42619,10437,270857,10437
2022-09-19,1. UHP Daily,317882,2296,3.67,16017.399999999974,1400,896,4.15,3.1,28794.0,80087.0,4468,2236,254024,2236
2022-09-19,2. UHP Intra/Inter,10055,73,0.12,373.99999999999994,54,19,0.16,0.07,879.5,1870.0,457,73,9258,73
2022-09-19,3. HP Daily,704530,7674,12.26,46493.40000000026,4084,3590,12.11,12.42,92611.5,232467.0,16943,7499,521145,7499
2022-09-19,4. HP Intra/Inter,46965,556,0.89,3086.200000000007,355,201,1.05,0.7,6566.0,15431.0,3323,548,45283,548
2022-09-19,5. MP Daily,1266289,21164,33.8,122299.4000000015,10589,10575,31.41,36.59,264126.5,611497.0,73585,20697,831881,20697
2022-09-19,6. MP Intra/Inter,179914,3015,4.81,16081.999999999922,1724,1291,5.11,4.47,37725.0,80410.0,26564,2970,164791,2970
2022-09-19,7. LP Daily,396813,13455,21.49,79810.000000001,6037,7418,17.91,25.67,158457.0,399050.0,53318,13210,323827,13210
2022-09-19,8. LP Intra/Inter,124663,3341,5.34,19921.79999999994,2008,1333,5.96,4.61,39492.5,99609.0,42448,3272,116037,3272
2022-09-12,0. New,499940,10514,17.16,62867.80000000089,7013,3501,21.39,12.29,125392.0,314339.0,41581,10016,269957,10016
2022-09-12,1. UHP Daily,348250,2419,3.95,15117.599999999944,1480,939,4.51,3.3,30419.0,75588.0,4734,2361,273759,2361
2022-09-12,2. UHP Intra/Inter,11690,124,0.2,597.5999999999999,91,33,0.28,0.12,1406.0,2988.0,544,118,10478,118
2022-09-12,3. HP Daily,728957,7700,12.57,43914.40000000033,4140,3560,12.63,12.5,93647.0,219572.0,17347,7542,539361,7542
2022-09-12,4. HP Intra/Inter,51417,597,0.97,3152.2000000000057,368,229,1.12,0.8,7144.0,15761.0,3521,592,49641,592
2022-09-12,5. MP Daily,1301289,21683,35.39,124253.40000000063,10601,11082,32.34,38.91,274973.5,621267.0,73829,21145,840118,21145
2022-09-12,6. MP Intra/Inter,185983,3127,5.1,16372.7999999999,1905,1222,5.81,4.29,39829.5,81864.0,27182,3037,169766,3037
2022-09-12,7. LP Daily,362982,11941,19.49,71168.80000000077,5348,6593,16.31,23.15,140318.5,355844.0,49066,11722,302435,11722
2022-09-12,8. LP Intra/Inter,117112,3158,5.15,18915.599999999922,1838,1320,5.61,4.63,37934.5,94578.0,39872,3084,109953,3084
2022-09-05,0. New,514411,10312,18.25,62607.6000000008,6732,3580,22.41,13.53,122531.0,313038.0,41079,9861,282947,9861
2022-09-05,1. UHP Daily,332224,2351,4.16,14891.39999999996,1401,950,4.66,3.59,29940.5,74457.0,4525,2275,263395,2275
2022-09-05,2. UHP Intra/Inter,10286,105,0.19,724.4,77,28,0.26,0.11,1234.5,3622.0,469,101,9575,101
2022-09-05,3. HP Daily,663830,7173,12.7,41699.200000000106,3784,3389,12.6,12.8,87906.5,208496.0,16596,7022,506773,7022
2022-09-05,4. HP Intra/Inter,47631,585,1.04,3404.400000000007,354,231,1.18,0.87,7016.5,17022.0,3330,583,46118,583
2022-09-05,5. MP Daily,1192936,19404,34.34,108062.80000000041,9544,9860,31.78,37.25,247398.5,540314.0,69812,19004,793303,19004
2022-09-05,6. MP Intra/Inter,161144,2778,4.92,15589.39999999995,1616,1162,5.38,4.39,35331.5,77947.0,24252,2732,149691,2732
2022-09-05,7. LP Daily,331501,10867,19.23,66976.00000000025,4753,6114,15.83,23.1,128951.5,334880.0,45603,10681,279804,10681
2022-09-05,8. LP Intra/Inter,102404,2927,5.18,16353.799999999957,1773,1154,5.9,4.36,35135.0,81769.0,35233,2863,96830,2863
2022-08-29,0. New,507901,10201,17.8,60878.00000000112,6718,3483,21.86,13.11,120516.0,304390.0,40936,9646,278551,9646
2022-08-29,1. UHP Daily,334305,2357,4.11,14003.799999999937,1415,942,4.6,3.55,30468.0,70019.0,4667,2309,265610,2309
2022-08-29,2. UHP Intra/Inter,11586,92,0.16,446.3999999999999,68,24,0.22,0.09,1098.5,2232.0,523,90,11129,90
2022-08-29,3. HP Daily,702624,7550,13.18,41136.20000000039,4067,3483,13.23,13.11,95252.5,205681.0,17545,7390,526123,7390
2022-08-29,4. HP Intra/Inter,52501,548,0.96,2735.2000000000053,315,233,1.02,0.88,6736.5,13676.0,3614,545,50604,545
2022-08-29,5. MP Daily,1235405,19822,34.6,107746.40000000058,9835,9987,32.0,37.6,256454.5,538732.0,71318,19454,809145,19454
2022-08-29,6. MP Intra/Inter,177404,2909,5.08,15798.9999999999,1694,1215,5.51,4.57,38120.0,78995.0,26262,2874,162913,2874
2022-08-29,7. LP Daily,336462,10923,19.07,66020.40000000046,4984,5939,16.22,22.36,132229.5,330102.0,45591,10742,282870,10742
2022-08-29,8. LP Intra/Inter,108807,2891,5.05,17178.399999999925,1637,1254,5.33,4.72,36197.0,85892.0,37101,2848,102444,2848
2022-12-19,0. New,1626,1136,1.64,6867.200000000001,676,460,1.95,1.33,13859.0,34336.0,1192,1064,1546,1064
2022-12-19,1. UHP Daily,470625,3440,4.98,19835.399999999914,2042,1398,5.89,4.06,42860.5,99177.0,6753,3244,367169,3244
2022-12-19,2. UHP Intra/Inter,12217,128,0.19,663.5999999999996,92,36,0.27,0.1,1547.0,3318.0,593,128,11657,128
2022-12-19,3. HP Daily,962465,10882,15.74,59596.200000000914,5351,5531,15.43,16.05,129031.0,297981.0,23536,10639,703470,10639
2022-12-19,4. HP Intra/Inter,50573,687,0.99,3716.000000000008,382,305,1.1,0.89,7981.5,18580.0,3754,682,49056,682
2022-12-19,5. MP Daily,1572889,26885,38.89,154568.9999999994,13335,13550,38.46,39.32,322752.5,772845.0,85321,26205,1058133,26205
2022-12-19,6. MP Intra/Inter,179956,3137,4.54,16767.19999999988,1716,1421,4.95,4.12,37770.0,83836.0,26740,3099,167835,3099
2022-12-19,7. LP Daily,557325,18340,26.53,113674.40000000127,8607,9733,24.82,28.25,212520.5,568372.0,70905,18000,446890,18000
2022-12-19,8. LP Intra/Inter,158665,4498,6.51,27244.999999999938,2473,2025,7.13,5.88,52733.0,136225.0,54636,4420,148335,4420
2022-12-12,0. New,1799,1072,1.52,5782.599999999997,671,401,1.95,1.11,13064.5,28913.0,1204,1025,1741,1025
2022-12-12,1. UHP Daily,480956,3842,5.44,24756.199999999906,2110,1732,6.13,4.79,48318.0,123781.0,6698,3771,376103,3771
2022-12-12,2. UHP Intra/Inter,13459,119,0.17,559.1999999999998,79,40,0.23,0.11,1480.0,2796.0,646,119,12980,119
2022-12-12,3. HP Daily,977617,11074,15.69,61696.2000000007,5322,5752,15.47,15.9,130827.5,308481.0,23118,10830,717832,10830
2022-12-12,4. HP Intra/Inter,56204,728,1.03,3578.6000000000045,401,327,1.17,0.9,8453.5,17893.0,3996,723,54485,723
2022-12-12,5. MP Daily,1561386,27356,38.77,159764.99999999962,12973,14383,37.72,39.76,331342.0,798825.0,83474,26765,1057940,26765
2022-12-12,6. MP Intra/Inter,181808,3363,4.77,20437.599999999922,1828,1535,5.31,4.24,40668.0,102188.0,26097,3323,169916,3323
2022-12-12,7. LP Daily,541721,18648,26.43,106787.00000000157,8597,10051,25.0,27.79,214125.5,533935.0,68511,18341,437393,18341
2022-12-12,8. LP Intra/Inter,151469,4365,6.19,25642.399999999914,2413,1952,7.02,5.4,52063.0,128212.0,51181,4280,142120,4280
2022-12-05,0. New,1519,1094,1.6,6095.200000000001,675,419,2.09,1.17,12921.5,30476.0,1065,1035,1447,1035
2022-12-05,1. UHP Daily,451868,3577,5.25,21061.3999999999,2139,1438,6.63,4.0,46072.0,105307.0,6429,3464,357660,3464
2022-12-05,2. UHP Intra/Inter,11487,117,0.17,651.4000000000001,79,38,0.25,0.11,1486.5,3257.0,562,114,11077,114
2022-12-05,3. HP Daily,944410,10775,15.81,64075.40000000098,5157,5618,16.0,15.64,129185.5,320377.0,22530,10548,695803,10548
2022-12-05,4. HP Intra/Inter,52543,679,1.0,3518.0000000000073,402,277,1.25,0.77,7989.5,17590.0,3654,677,50975,677
2022-12-05,5. MP Daily,1518755,27076,39.72,152543.80000000168,12317,14759,38.2,41.09,326970.0,762719.0,82364,26495,1033497,26495
2022-12-05,6. MP Intra/Inter,173518,3079,4.52,15809.599999999917,1579,1500,4.9,4.18,37441.0,79048.0,24724,3057,162339,3057
2022-12-05,7. LP Daily,508058,17634,25.87,102939.0000000015,7671,9963,23.79,27.73,202399.0,514695.0,66734,17317,416076,17317
2022-12-05,8. LP Intra/Inter,139109,4132,6.06,22499.999999999913,2221,1911,6.89,5.32,48659.5,112500.0,47568,4080,131101,4080
2022-11-28,0. New,1567,1157,1.63,7158.599999999983,729,428,2.15,1.15,14220.0,35793.0,1179,1092,1493,1092
2022-11-28,1. UHP Daily,434756,3410,4.81,22911.39999999994,1953,1457,5.77,3.93,44240.0,114557.0,6109,3331,344557,3331
2022-11-28,2. UHP Intra/Inter,11264,138,0.19,687.5999999999996,96,42,0.28,0.11,1768.0,3438.0,602,137,11080,137
2022-11-28,3. HP Daily,949476,10518,14.82,58467.80000000091,5136,5382,15.17,14.51,127542.0,292339.0,22397,10319,694967,10319
2022-11-28,4. HP Intra/Inter,51347,642,0.9,3355.2000000000075,338,304,1.0,0.82,7822.0,16776.0,3753,641,49886,641
2022-11-28,5. MP Daily,1605233,27780,39.15,155942.80000000156,12824,14956,37.87,40.31,338894.5,779714.0,86138,27185,1072113,27185
2022-11-28,6. MP Intra/Inter,183808,3385,4.77,17101.39999999991,1821,1564,5.38,4.22,41243.0,85507.0,26417,3344,170835,3344
2022-11-28,7. LP Daily,562425,19608,27.63,113363.20000000154,8611,10997,25.43,29.64,225819.5,566816.0,70956,19282,451476,19282
2022-11-28,8. LP Intra/Inter,149701,4322,6.09,25705.39999999995,2354,1968,6.95,5.3,52091.5,128527.0,51268,4261,140521,4261
2022-11-21,0. New,1579,1178,1.71,7828.9999999999945,713,465,2.11,1.32,14548.0,39145.0,1170,1110,1501,1110
2022-11-21,1. UHP Daily,406845,3036,4.4,17448.199999999917,1821,1215,5.39,3.46,39911.5,87241.0,6033,2956,320273,2956
2022-11-21,2. UHP Intra/Inter,9242,84,0.12,440.79999999999995,56,28,0.17,0.08,1032.5,2204.0,480,84,8942,84
2022-11-21,3. HP Daily,897677,9775,14.18,57124.40000000106,5044,4731,14.92,13.48,119201.0,285622.0,22092,9567,656104,9567
2022-11-21,4. HP Intra/Inter,46367,556,0.81,3245.400000000001,307,249,0.91,0.71,6603.5,16227.0,3485,549,44897,549
2022-11-21,5. MP Daily,1588577,27297,39.61,147770.40000000183,13081,14216,38.69,40.49,334776.0,738852.0,88273,26680,1044952,26680
2022-11-21,6. MP Intra/Inter,181387,3223,4.68,17141.199999999903,1785,1438,5.28,4.1,40022.0,85706.0,27172,3186,168168,3186
2022-11-21,7. LP Daily,553421,19173,27.82,111343.00000000166,8528,10645,25.22,30.32,222169.0,556715.0,71285,18838,442446,18838
2022-11-21,8. LP Intra/Inter,155410,4600,6.67,26911.199999999928,2478,2122,7.33,6.04,54850.0,134556.0,53862,4507,145127,4507
2022-11-14,0. New,1366,1247,1.7,7034.800000000002,775,472,2.15,1.26,15432.0,35174.0,1067,1178,1295,1178
2022-11-14,1. UHP Daily,438262,3375,4.59,23540.199999999888,2075,1300,5.75,3.47,44965.0,117701.0,6212,3317,341115,3317
2022-11-14,2. UHP Intra/Inter,12531,79,0.11,392.1999999999999,51,28,0.14,0.07,995.5,1961.0,637,79,11702,79
2022-11-14,3. HP Daily,909394,10546,14.35,59963.00000000114,5362,5184,14.87,13.84,129080.0,299815.0,21945,10335,666565,10335
2022-11-14,4. HP Intra/Inter,49343,636,0.87,3288.400000000006,358,278,0.99,0.74,7728.0,16442.0,3803,631,47960,631
2022-11-14,5. MP Daily,1585571,28325,38.54,161617.19999999832,13614,14711,37.75,39.29,346508.5,808086.0,86394,27725,1048053,27725
2022-11-14,6. MP Intra/Inter,189813,3451,4.7,18793.199999999903,1870,1581,5.19,4.22,42566.0,93966.0,28328,3418,175680,3418
2022-11-14,7. LP Daily,545122,21112,28.72,119891.20000000199,9406,11706,26.09,31.26,244740.5,599456.0,69637,20727,439556,20727
2022-11-14,8. LP Intra/Inter,153177,4732,6.44,27865.19999999986,2548,2184,7.07,5.83,56038.0,139326.0,53872,4651,143436,4651
2022-11-07,0. New,1230,1102,1.56,6594.399999999992,686,416,1.99,1.15,13238.5,32972.0,978,1032,1157,1032
2022-11-07,1. UHP Daily,420755,3223,4.56,23733.600000000002,1919,1304,5.55,3.62,42584.5,118668.0,6250,3156,331533,3156
2022-11-07,2. UHP Intra/Inter,13444,123,0.17,878.0000000000001,83,40,0.24,0.11,1484.5,4390.0,701,120,11723,120
2022-11-07,3. HP Daily,864769,9765,13.83,57290.600000000995,4896,4869,14.17,13.5,120349.5,286453.0,21497,9570,641611,9570
2022-11-07,4. HP Intra/Inter,49796,598,0.85,3083.8000000000065,378,220,1.09,0.61,7083.0,15419.0,3775,586,48300,586
2022-11-07,5. MP Daily,1499374,27313,38.68,147964.40000000145,13248,14065,38.34,39.0,333274.5,739822.0,82742,26672,1003764,26672
2022-11-07,6. MP Intra/Inter,184334,3256,4.61,17692.599999999886,1828,1428,5.29,3.96,40034.0,88463.0,27312,3220,170892,3220
2022-11-07,7. LP Daily,510796,20905,29.6,123579.2000000016,9155,11750,26.5,32.58,240257.5,617896.0,66029,20529,417065,20529
2022-11-07,8. LP Intra/Inter,145204,4335,6.14,24649.799999999894,2360,1975,6.83,5.48,51361.5,123249.0,50623,4267,136330,4267
2022-10-31,0. New,1154,1076,1.61,5643.399999999997,687,389,2.08,1.15,13258.5,28217.0,916,998,1075,998
2022-10-31,1. UHP Daily,401784,2954,4.43,18166.79999999994,1794,1160,5.44,3.44,39093.5,90834.0,6103,2893,317529,2893
2022-10-31,2. UHP Intra/Inter,12713,117,0.18,1022.5999999999999,75,42,0.23,0.12,1430.0,5113.0,686,115,11554,115
2022-10-31,3. HP Daily,818064,9472,14.2,53066.20000000081,4756,4716,14.43,13.98,116151.0,265331.0,20816,9313,608044,9313
2022-10-31,4. HP Intra/Inter,46763,582,0.87,3278.2000000000066,335,247,1.02,0.73,7134.0,16391.0,3682,578,45431,578
2022-10-31,5. MP Daily,1407177,25673,38.5,146927.20000000097,12569,13104,38.15,38.84,312005.0,734636.0,78165,25127,950488,25127
2022-10-31,6. MP Intra/Inter,177823,3132,4.7,18570.799999999894,1802,1330,5.47,3.94,38388.5,92854.0,26658,3108,164731,3108
2022-10-31,7. LP Daily,478416,19697,29.53,114358.8000000018,8687,11010,26.36,32.63,226425.5,571794.0,62823,19374,393236,19374
2022-10-31,8. LP Intra/Inter,138086,3988,5.98,21854.799999999894,2245,1743,6.81,5.17,47145.5,109274.0,49508,3927,129900,3927
2023-02-13,0. New,8387,1201,1.54,7270.599999999986,675,526,1.94,1.22,15463.5,36353.0,3528,1156,8263,1156
2023-02-13,1. UHP Daily,520738,4165,5.35,30325.199999999888,2058,2107,5.93,4.89,51125.5,151626.0,7378,4117,413525,4117
2023-02-13,2. UHP Intra/Inter,17987,198,0.25,1167.5999999999997,103,95,0.3,0.22,2473.0,5838.0,851,198,17437,198
2023-02-13,3. HP Daily,930076,11769,15.12,76948.2000000012,5160,6609,14.86,15.33,141798.5,384741.0,23008,11602,697971,11602
2023-02-13,4. HP Intra/Inter,71458,874,1.12,5647.000000000003,410,464,1.18,1.08,10597.0,28235.0,4833,871,68835,871
2023-02-13,5. MP Daily,1479394,29955,38.49,192568.1999999979,12987,16968,37.41,39.37,364514.0,962841.0,78158,29377,1009561,29377
2023-02-13,6. MP Intra/Inter,204009,3646,4.69,20677.19999999988,1820,1826,5.24,4.24,45195.0,103386.0,27716,3617,189369,3617
2023-02-13,7. LP Daily,492937,21549,27.69,156791.8000000006,9199,12350,26.5,28.65,255407.0,783959.0,62101,21236,405204,21236
2023-02-13,8. LP Intra/Inter,154780,4462,5.73,27567.99999999994,2307,2155,6.64,5.0,55361.0,137840.0,48883,4414,144841,4414
